time [m],flow feed [L/h],flow permeate [L/h],flux at 20° [L/m^2h],k(n=2),energy CP [kWh],energy PP [kWh],res tot [1/m],temperature [°C],viscosity permeate [Pa s],vol feed [L],vol permeate [L],is temperature fixed,flow retentate [L/h],flux at 20° min [L/m^2h],prs retentate [kPa],TMP [kPa],flux at 20° TMP=330 [L/m^2h],TMP class,TMP interval
0.01,2721.777444367717,145.97889795691776,147.45343227971492,5e-06,,,3630982732479.321,20.0,0.000997387960393639,350.0,,1.0,2575.7985464108,117.7003066090308,40.3284,148.33399394,328.04100637907976,2,100
0.1,2721.462095226639,145.6635488158397,147.13489779377747,,0.0213981328281176,0.006032358817497,3638861051424.034,20.0,0.000997387960393639,349.7572356400726,0.2427643599273425,1.0,2575.7985464108,117.7003066090308,40.3284,148.33399394,327.33235977982565,2,100
0.2,2721.151436314972,145.35288990417223,146.8211009133053,,0.0427938238611928,0.0120640292672766,3646655395620.482,20.0,0.000997387960393639,349.51498886740865,0.4850111325913109,1.0,2575.7985464108,117.7003066090308,40.3284,148.33399394,326.6342529750045,2,100
0.3,2720.845367606368,145.046821195568,146.51194060158386,,0.0641871091662261,0.0180950215170055,3654367005433.736,20.0,0.000997387960393639,349.2732520368864,0.7267479631135139,1.0,2575.7985464108,117.7003066090308,40.3284,148.33399394,325.94646118730856,2,100
0.4,2720.543791973916,144.74524556311547,146.2073187506217,,0.0855780240474516,0.024125345519319,3661997094996.888,20.0,0.000997387960393639,349.03201766506794,0.9679823349319904,1.0,2575.7985464108,117.7003066090308,40.3284,148.33399394,325.2687661549873,2,100
0.5,2720.246615083414,144.44806867261383,145.9071400733473,,0.1069666030682538,0.0301550110179988,3669546852964.795,20.0,0.000997387960393639,348.791278425553,1.208721574446948,1.0,2575.7985464108,117.7003066090308,40.3284,148.33399394,324.60095589201666,2,100
0.6,2719.9537452913983,144.15519888059828,145.61131200060433,,0.1283528800722856,0.0361840275539269,3677017443240.308,20.0,0.000997387960393639,348.551027144503,1.4489728554970076,1.0,2575.7985464108,117.7003066090308,40.3284,148.33399394,323.9428244589436,2,100
0.7,2719.665093547668,143.86654713686818,145.31974458269514,,0.1497368882038206,0.0422124044708226,3684410005674.2295,20.0,0.000997387960393639,348.3112567963266,1.6887432036734291,1.0,2575.7985464108,117.7003066090308,40.3284,148.33399394,323.29417174384884,2,100
0.8,2719.3805733020854,143.5820268912855,145.0323503952379,,0.1711186599273756,0.0482401509207751,3691725656740.128,20.0,0.000997387960393639,348.07196049952057,1.9280395004794129,1.0,2575.7985464108,117.7003066090308,40.3284,148.33399394,322.65480325290633,2,100
0.9,2719.100100415424,143.30155400462445,144.74904444911562,,0.1924982270466334,0.054267275869577,3698965490185.1104,20.0,0.000997387960393639,347.8331315126588,2.1668684873411976,1.0,2575.7985464108,117.7003066090308,40.3284,148.33399394,322.0245299100463,2,100
1.0,2718.823593074066,143.0250466632665,144.46974410430957,5e-06,0.2138756207226969,0.0602937881018712,3706130577657.583,20.0,0.000997387960393639,347.59476323052263,2.405236769477352,1.0,2575.7985464108,117.7003066090308,40.3284,148.33399394,321.40316786525915,2,100
1.1,2718.550971708345,142.75242529754615,144.19436898742038,,0.2352508714917025,0.0663196962261159,3713221969312.994,20.0,0.000997387960393639,347.3568491803677,2.643150819632312,1.0,2575.7985464108,117.7003066090308,40.3284,148.33399394,320.79053831110457,2,100
1.2,2718.282158914365,142.4836125035656,143.92284091269255,,0.2566240092818205,0.0723450086793773,3720240694398.484,20.0,0.000997387960393639,347.1193830183201,2.880616981679934,1.0,2575.7985464108,117.7003066090308,40.3284,148.33399394,320.18646730701346,2,100
1.3,2718.0170793791035,142.21853296830426,143.65508380636797,,0.2779950634296677,0.0783697337319563,3727187761817.3296,20.0,0.000997387960393639,346.8823585258975,3.117641474102532,1.0,2575.7985464108,117.7003066090308,40.3284,148.33399394,319.5907856109967,2,100
1.4,2717.7556598086617,141.95711339786212,143.39102363420417,,0.2993640626961578,0.0843938794918572,3734064160674.041,20.0,0.000997387960393639,346.6457696066494,3.354230393350603,1.0,2575.7985464108,117.7003066090308,40.3284,148.33399394,319.0033285183946,2,100
1.5,2717.497828859482,141.6992824486824,143.13058833200245,,0.3207310352818119,0.0904174539091035,3740870860800.8936,20.0,0.000997387960393639,346.40961028291184,3.590389717088201,1.0,2575.7985464108,117.7003066090308,40.3284,148.33399394,318.4239357073217,2,100
1.6,2717.243517072409,141.44497066160932,142.87370773899934,,0.3420960088415512,0.0964404647799087,3747608813266.6807,20.0,0.000997387960393639,346.1738746926714,3.826125307328652,1.0,2575.7985464108,117.7003066090308,40.3284,148.33399394,317.85245109048253,2,100
1.7,2716.992656809443,141.19411039864357,142.62031353398342,,0.3634590104989947,0.1024629197507062,3754278950868.394,20.0,0.000997387960393639,345.93855708653496,4.061442913465108,1.0,2575.7985464108,117.7003066090308,40.3284,148.33399394,317.2887226730499,2,100
1.8,2716.745182193066,140.9466357822668,142.3703391740069,,0.38482006686028,0.1084848263220464,3760882188606.542,20.0,0.000997387960393639,345.70365182479986,4.296348175200201,1.0,2575.7985464108,117.7003066090308,40.3284,148.33399394,316.7326024163161,2,100
1.9,2716.501029048012,140.7024826372126,142.1237198355683,,0.4061792040274274,0.1145061918523634,3767419424144.751,20.0,0.000997387960393639,345.4691533746212,4.5308466253788575,1.0,2575.7985464108,117.7003066090308,40.3284,148.33399394,316.18394610684163,2,100
2.0,2716.260134845368,140.4615884345685,141.88039235815003,5e-06,0.427536447611266,0.1205270235616193,3773891538254.288,20.0,0.000997387960393639,345.23505630727186,4.764943692728159,1.0,2575.7985464108,117.7003066090308,40.3284,148.33399394,315.6426132308422,2,100
2.1,2716.022438648899,140.22389223809998,141.64029519,,0.4488918227439379,0.1265473285348296,3780299395244.102,20.0,0.000997387960393639,345.0013552954921,4.998644704507933,1.0,2575.7985464108,117.7003066090308,40.3284,148.33399394,315.108466853569,2,100
2.2,2715.787881063492,139.98933465269243,141.40336833605295,,0.470245354090998,0.1325671137254737,3786643843376.945,20.0,0.000997387960393639,344.7680451109244,5.231954889075588,1.0,2575.7985464108,117.7003066090308,40.3284,148.33399394,314.58137350344896,2,100
2.3,2715.556404185613,139.75785777481406,141.16955330789298,,0.491597065863126,0.1385863859587971,3792925715272.138,20.0,0.000997387960393639,344.53512062163145,5.46487937836857,1.0,2575.7985464108,117.7003066090308,40.3284,148.33399394,314.06120306076537,2,100
