datetime,time span [s],prs input [kPa],prs feed_1 [kPa],prs feed_2 [kPa],prs permeate [kPa],prs retentate [kPa],TMP [kPa],temperature [°C],viscosity permeate [Pa s],tank liters [%],flow feed [L/h],flow permeate [L/h],flow retentate [L/h],area tot [m^2],flux [L/m^2h],res tot [1/m],viscosity permeate at 20°C [Pa s],flux at 20° [L/m^2h],is_ON,time [m]
2024-07-16 13:18:30,60.0,10.0,26.403399999999998,459.6173,28.211799999999997,205.8015,304.49760000000003,40.71904,0.0006440058603539153,14.71627,1703.125,23.329,1679.796,0.99,23.564646464646465,72232995731565.05,0.0010015874540753977,15.151717764286303,True,47.15
2024-07-16 13:19:30,60.0,10.0,26.4938,460.52160000000003,27.307599999999997,206.1632,306.03479999999996,40.86372,0.0006422728450387366,14.71627,1703.9930000000002,23.112000000000002,1680.881,0.99,23.345454545454547,73477000635367.66,0.0010015877325047036,14.970382546654427,True,48.15
2024-07-16 13:20:30,60.0,10.0,26.4938,463.50550000000004,28.3022,204.80689999999998,305.8539,40.97222,0.0006409784098349241,14.7541,1703.125,23.438,1679.688,0.99,23.674747474747473,72558411574120.27,0.0010015874262388322,15.15095097249003,True,49.15
2024-07-16 13:21:30,60.0,10.0,26.4938,468.38829999999996,28.1214,207.1578,309.6517,41.08796,0.0006396021157685687,14.72888,1691.84,23.112000000000002,1668.728,0.99,23.345454545454547,74655832630094.97,0.0010015874819120393,14.908135725045941,True,50.15
2024-07-16 13:22:30,60.0,10.0,26.674599999999998,463.0534,26.4938,203.17919999999998,306.6225,41.18924,0.0006384015158512474,14.72888,1697.049,21.81,1675.239,0.99,22.030303030303028,78485989963230.45,0.001001587983100588,14.041880580146033,True,51.15
2024-07-16 13:23:30,60.0,10.0,26.674599999999998,464.77139999999997,28.3022,205.4398,306.8034,41.30498,0.0006370344987645404,14.7541,1700.304,24.089,1676.215,0.99,24.33232323232323,71255130466521.47,0.0010015874262388322,15.475962385318176,True,52.15
2024-07-16 13:24:30,60.0,10.0,26.403399999999998,465.04269999999997,28.031,208.1525,308.5666,41.37008,0.0006362675158569139,14.71627,1695.53,24.414,1671.116,0.99,24.660606060606064,70795869342354.44,0.001001587509748649,15.665872831866093,True,53.15
2024-07-16 13:25:30,60.0,10.0,26.3129,461.1545,28.3022,206.7057,305.6279,41.41348,0.0006357570930141645,14.79193,1702.691,24.523,1678.1680000000001,0.99,24.770707070707072,69866000134739.625,0.0010015874262388322,15.723193309560312,True,54.15
2024-07-16 13:26:30,60.0,10.0,26.4938,461.8779,27.1267,204.89730000000003,306.2608,41.49305,0.0006348227780790594,14.77932,1689.887,24.197,1665.6899999999998,0.99,24.44141414141414,71058344016054.94,0.001001587788209492,15.491369411732498,True,55.15
2024-07-16 13:27:30,60.0,10.0,26.674599999999998,467.3032,27.578799999999998,208.8759,310.5107,41.54007,0.0006342718791888931,14.7541,1710.5030000000002,24.089,1686.415,0.99,24.33232323232323,72430258785790.77,0.001001587648993982,15.40884454505683,True,56.15
2024-07-16 13:28:30,60.0,10.0,26.765,467.66490000000005,26.9459,208.4238,311.0984,41.64135,0.0006330876758872582,14.79193,1702.474,24.089,1678.385,0.99,24.33232323232323,72703085386046.23,0.001001587843883681,15.380072809547842,True,57.15
2024-07-16 13:29:30,60.0,10.0,26.765,463.23420000000004,27.578799999999998,204.44520000000003,306.2608,41.75709,0.000631739002299546,14.79193,1707.8990000000001,24.740000000000002,1683.16,0.99,24.989898989898993,69837988555424.77,0.001001587648993982,15.762069222101676,True,58.15
2024-07-16 13:30:30,60.0,10.0,26.403399999999998,464.5905,29.3873,208.4238,307.1198,41.81134,0.0006311086776971312,14.76671,1699.436,23.98,1675.4560000000001,0.99,24.22222222222222,72325622648623.55,0.0010015870921107448,15.262631435612066,True,59.15
2024-07-16 13:31:30,60.0,10.0,26.403399999999998,463.86719999999997,28.031,207.7004,307.7528,41.85474,0.0006306047562824307,14.79193,1705.295,22.895,1682.3999999999999,0.99,23.126262626262626,75969946116769.05,0.001001587509748649,14.560416404171814,True,60.15
2024-07-16 13:32:30,60.0,10.0,26.674599999999998,464.40970000000004,27.669300000000003,207.6099,308.9735,41.8873,0.0006302272232583306,14.7541,1701.3890000000001,23.003,1678.385,0.99,23.235353535353536,75958659085799.88,0.00100158762112637,14.620340778117427,True,61.15
2024-07-16 13:33:30,60.0,10.0,26.3129,464.048,27.8501,205.7111,307.0294,41.99942,0.0006289302141512604,14.79193,1714.844,23.329,1691.515,0.99,23.564646464646465,74579432986507.77,0.0010015875654528347,14.797026898699801,True,62.15
2024-07-16 13:34:30,60.0,10.0,26.765,467.75539999999995,28.031,206.7057,309.1996,42.12601,0.0006274710405871959,14.77932,1712.8909999999998,23.654999999999998,1689.2359999999999,0.99,23.89393939393939,74243763662404.67,0.001001587509748649,14.968991595157783,True,63.15
2024-07-16 13:35:30,60.0,10.0,26.674599999999998,468.0266,27.7597,209.8705,311.1888,42.14771,0.0006272214203617671,14.77932,1701.3890000000001,24.197,1677.192,0.99,24.44141414141414,73076753834292.52,0.0010015875932895782,15.305878982663982,True,64.15
2024-07-16 13:36:30,60.0,10.0,26.403399999999998,460.7024,27.578799999999998,204.35469999999998,304.9497,42.13686,0.0006273461640098796,14.79193,1698.785,24.631,1674.154,0.99,24.87979797979798,70335829687809.01,0.001001587648993982,15.583504688425721,True,65.15
2024-07-16 13:37:30,60.0,10.0,26.674599999999998,463.6863,27.307599999999997,206.2536,307.6624,42.23814,0.0006261830237600227,14.81715,1705.729,24.414,1681.3149999999998,0.99,24.660606060606064,71725220038292.25,0.0010015877325047036,15.417573887580067,True,66.15
2024-07-16 13:38:30,60.0,10.0,26.4938,460.52160000000003,28.1214,206.1632,305.221,42.3792,0.0006245690649809426,14.77932,1698.785,23.98,1674.805,0.99,24.22222222222222,72631072597714.39,0.0010015874819120393,15.104472608037788,True,67.15
2024-07-16 13:39:30,60.0,10.0,26.765,470.1968,27.669300000000003,210.7747,312.8165,42.40813,0.0006242388057604305,14.79193,1699.436,24.089,1675.347,0.99,24.33232323232323,74140893099296.48,0.00100158762112637,15.165103956497301,True,68.15
2024-07-16 13:40:30,60.0,10.0,26.765,466.30859999999996,28.3022,207.2483,308.4762,42.41175,0.0006241976029494093,14.77932,1710.5030000000002,24.414,1686.089,0.99,24.660606060606064,72143684869422.05,0.0010015874262388322,15.368694521370161,True,69.15
2024-07-16 13:41:30,60.0,10.0,26.674599999999998,462.60130000000004,27.578799999999998,205.7111,306.57730000000004,42.55281,0.0006225917570432372,14.81715,1701.606,24.197,1677.4089999999999,0.99,24.44141414141414,72529185361598.6,0.001001587648993982,15.19290197938122,True,70.15
2024-07-16 13:42:30,60.0,10.0,26.403399999999998,468.65959999999995,27.669300000000003,205.7111,309.5161,42.63599,0.0006216480603102915,14.84237,1701.3890000000001,23.98,1677.4089999999999,0.99,24.22222222222222,73999226169679.84,0.00100158762112637,15.03382943562704,True,71.15
2024-07-16 13:43:30,60.0,10.0,26.765,465.31399999999996,28.7543,208.695,308.2502,42.61429,0.0006218941931598639,14.77932,1703.776,24.523,1679.2530000000002,0.99,24.770707070707072,72036227771367.53,0.0010015872870258063,15.380345864293902,True,72.15
2024-07-16 13:44:30,60.0,10.0,26.4938,467.12239999999997,28.3022,207.9716,309.2448,42.69748,0.0006209520278883856,14.79193,1695.964,23.98,1671.983,0.99,24.22222222222222,74017237559822.06,0.0010015874262388322,15.016999629611428,True,73.15
2024-07-16 13:45:30,60.0,10.0,26.4938,463.50550000000004,27.669300000000003,205.3494,306.7582,42.79876,0.000619808113744804,14.82976,1706.814,23.329,1683.485,0.99,23.564646464646465,75610218974142.23,0.00100158762112637,14.582407737717947,True,74.15
2024-07-16 13:46:30,60.0,10.0,26.765,459.0748,26.9459,207.2483,306.2156,42.81322,0.0006196449786895496,14.81715,1703.559,23.546,1680.013,0.99,23.783838383838383,74800574388248.72,0.001001587843883681,14.714172220146038,True,75.15
2024-07-16 13:47:30,60.0,10.0,26.4938,464.5905,27.7597,208.4238,308.7475,42.85301,0.0006191968627002672,14.81715,1715.061,24.197,1690.864,0.99,24.44141414141414,73443078590140.34,0.0010015875932895782,15.110058329113144,True,76.15
2024-07-16 13:48:30,60.0,10.0,26.765,456.81419999999997,28.573500000000003,202.99839999999998,301.24240000000003,42.99768,0.0006175717156861199,14.84237,1708.333,24.197,1684.136,0.99,24.44141414141414,71846376931452.08,0.001001587342698617,15.070404169085117,True,77.15
2024-07-16 13:49:30,60.0,10.0,26.4938,461.6066,27.578799999999998,204.35469999999998,305.40180000000004,42.99407,0.0006176120341505742,14.79193,1703.776,24.523,1679.2530000000002,0.99,24.770707070707072,71865415360015.62,0.001001587648993982,15.274436337802053,True,78.15
2024-07-16 13:50:30,60.0,10.0,26.3129,462.96299999999997,28.9352,209.4184,307.2555,43.03385,0.0006171665142057696,14.82976,1704.21,23.98,1680.2299999999998,0.99,24.22222222222222,73992180844487.45,0.0010015872313224128,14.925454306629694,True,79.15
2024-07-16 13:51:30,60.0,10.0,26.674599999999998,561.0713,27.307599999999997,303.6386,405.0473,43.33406,0.0006138193381403029,14.84237,984.8090000000001,34.397,950.412,0.99,34.74444444444444,68372632877331.95,0.0010015877325047036,21.29300429789485,True,80.15
2024-07-16 13:52:30,60.0,10.0,26.8555,558.5395,27.8501,303.6386,403.2389,43.46788,0.0006123370610781814,14.79193,981.5540000000001,34.505,947.049,0.99,34.85353535353536,68018576622799.9,0.0010015875654528347,21.308283112439806,True,81.15
2024-07-16 13:53:30,60.0,10.0,26.4938,561.2522,27.8501,309.42560000000003,407.48879999999997,43.55469,0.0006113785679949743,14.82976,978.082,34.397,943.685,0.99,34.74444444444444,69059367284555.76,0.0010015875654528347,21.20833906381566,True,82.15
2024-07-16 13:54:30,60.0,10.0,26.674599999999998,556.8214,28.573500000000003,302.1918,400.9331,43.71383,0.0006096279303694686,14.82976,981.5540000000001,33.095,948.4590000000001,0.99,33.42929292929293,70824312215806.42,0.001001587342698617,20.347132789528306,True,83.15
2024-07-16 13:55:30,60.0,10.0,26.403399999999998,563.9648,28.3022,303.8194,405.5899,43.73191,0.0006094295014347544,14.81715,981.5540000000001,33.312000000000005,948.2420000000001,0.99,33.648484848484856,71203385805814.06,0.0010015874262388322,20.473878573189268,True,84.15
2024-07-16 13:56:30,60.0,10.0,26.765,561.7947,27.7597,304.09069999999997,405.183,43.89468,0.0006076481360898355,14.79193,973.524,34.397,939.1279999999999,0.99,34.74444444444444,69090156199912.305,0.0010015875932895782,21.078932134934604,True,85.15
2024-07-16 13:57:30,60.0,10.0,26.674599999999998,562.5181,28.663899999999998,307.1651,406.1777,43.91999,0.0006073720656487475,14.81715,985.894,33.637,952.2570000000001,0.99,33.97676767676768,70856827288722.4,0.0010015873148622265,20.603834794717468,True,86.15
2024-07-16 13:58:30,60.0,10.0,26.9459,556.731,27.217200000000002,300.293,401.2949,44.03935,0.0006060719808209957,14.82976,985.46,34.397,951.063,0.99,34.74444444444444,68605125423137.53,0.001001587760341675,21.02425279217272,True,87.15
2024-07-16 13:59:30,60.0,10.0,27.1267,565.3212,28.031,308.431,408.8451,44.15147,0.0006048552446401216,14.84237,987.63,34.288,953.342,0.99,34.63434343434343,70259149464126.09,0.001001587509748649,20.915560614555716,True,88.15
2024-07-16 14:00:30,60.0,10.0,26.765,556.3694,28.573500000000003,303.8194,401.5209,44.15509,0.0006048161108290694,14.79193,981.5540000000001,34.397,947.157,0.99,34.74444444444444,68786297534239.75,0.001001587342698617,20.980696206869677,True,89.15
2024-07-16 14:01:30,60.0,10.0,26.8555,560.3479,28.573500000000003,301.73969999999997,402.47029999999995,44.34317,0.0006027839973482053,14.82976,991.319,34.18,957.14,0.99,34.525252525252526,69620599753514.64,0.001001587342698617,20.778287463732614,True,90.15
2024-07-16 14:02:30,60.0,10.0,26.674599999999998,556.0981,28.7543,301.1972,399.8933,44.33594,0.0006028619372330634,14.81715,979.818,34.939,944.878,0.99,35.29191919191919,67663348729081.48,0.0010015872870258063,21.242436928180524,True,91.15
2024-07-16 14:03:30,60.0,10.0,26.765,561.1618,28.4831,303.9099,404.0527,44.52763,0.0006008018061004644,14.84237,983.29,35.482,947.808,0.99,35.84040404040404,67551716260587.53,0.0010015873705350395,21.498852833320367,True,92.15
2024-07-16 14:04:30,60.0,10.0,26.4938,562.066,29.3873,306.5321,404.91179999999997,44.52402,0.0006008406461689169,14.8802,988.4979999999999,35.373000000000005,953.125,0.99,35.730303030303034,67899555310999.6,0.0010015870921107448,21.434200310325842,True,93.15
2024-07-16 14:05:30,60.0,10.0,26.765,554.0184,28.663899999999998,300.9259,398.8082,44.67954,0.0005991774304872663,14.82976,984.375,34.397,949.978,0.99,34.74444444444444,68964527035021.336,0.0010015873148622265,20.78509445658607,True,94.15
2024-07-16 14:06:30,60.0,10.0,26.674599999999998,560.1671,28.573500000000003,305.2662,404.1431,44.70486,0.0005989073619574395,14.82976,984.158,34.505,949.653,0.99,34.85353535353536,69699743592061.21,0.001001587342698617,20.840957172276607,True,95.15
2024-07-16 14:07:30,60.0,10.0,26.9459,561.6138000000001,28.211799999999997,305.2662,405.2282,44.83145,0.0005975601227560621,14.82976,976.997,34.505,942.491,0.99,34.85353535353536,70044447871175.06,0.0010015874540753977,20.794073228051346,True,96.15
2024-07-16 14:08:30,60.0,10.0,27.1267,563.784,28.4831,307.9789,407.39840000000004,44.87847,0.0005970610412819878,14.84237,997.6129999999999,34.397,963.216,0.99,34.74444444444444,70699723279730.31,0.0010015873705350395,20.711677072847483,True,97.15
2024-07-16 14:09:30,60.0,10.0,26.9459,561.7043,28.7543,306.713,405.4543,44.98698,0.0005959118315848898,14.84237,981.9879999999999,34.288,947.6999999999999,0.99,34.63434343434343,70722148210955.3,0.0010015872870258063,20.606306908094695,True,98.15
2024-07-16 14:10:30,60.0,10.0,26.9459,564.4168999999999,27.8501,308.8831,408.7999,45.04123,0.0005953384602603015,14.8802,981.5540000000001,34.288,947.2660000000001,0.99,34.63434343434343,71374385575504.58,0.0010015875654528347,20.58647431690731,True,99.15
2024-07-16 14:11:30,60.0,10.0,26.8555,556.2789,28.1214,304.9949,402.96770000000004,45.17867,0.0005938903161725953,14.81715,978.9499999999999,35.265,943.685,0.99,35.621212121212125,68573734223747.46,0.0010015874819120393,21.121562830170852,True,100.15
2024-07-16 14:12:30,60.0,10.0,26.8555,554.4705,27.398,301.2876,400.481,45.16059,0.0005940803701244506,14.84237,991.1020000000001,34.397,956.7059999999999,0.99,34.74444444444444,69847978769162.86,0.0010015877046677514,20.60827256477857,True,101.15
2024-07-16 14:13:30,60.0,10.0,26.765,558.9916,28.1214,302.5535,402.6512,45.33059,0.0005922962506607353,14.84237,987.63,34.288,953.342,0.99,34.63434343434343,70661939876383.86,0.0010015874819120393,20.481278101735914,True,102.15
2024-07-16 14:14:30,60.0,10.0,26.8555,563.784,27.1267,306.2608,407.8957,45.31973,0.0005924097989437214,14.84237,986.979,35.589999999999996,951.389,0.99,35.94949494949495,68950369983076.1,0.001001587788209492,21.263071820424578,True,103.15
2024-07-16 14:15:30,60.0,10.0,27.217200000000002,564.0553,28.3022,307.07460000000003,407.2627,45.46441,0.0005908979307362952,14.82976,981.9879999999999,35.589999999999996,946.3979999999999,0.99,35.94949494949495,69019510422850.89,0.0010015874262388322,21.208814747646514,True,104.15
2024-07-16 14:16:30,60.0,10.0,26.8555,562.1564000000001,27.398,305.2662,406.31329999999997,45.46803,0.0005908600223787108,14.85498,988.932,35.265,953.668,0.99,35.621212121212125,69497669124763.17,0.0010015877046677514,21.013786504176387,True,105.15
2024-07-16 14:17:30,60.0,10.0,26.8555,559.9863,28.4831,304.2716,403.64579999999995,45.6344,0.0005891294332021464,14.84237,982.205,33.854,948.351,0.99,34.19595959595959,72130247533536.6,0.0010015873705350395,20.11391805370852,True,106.15
2024-07-16 14:18:30,60.0,10.0,26.9459,557.9969,28.1214,305.4471,403.60060000000004,45.60909,0.0005893921388796287,14.81715,975.043,35.373000000000005,939.67,0.99,35.730303030303034,68994308363436.94,0.0010015874819120393,21.025781677747673,True,107.15
2024-07-16 14:19:30,60.0,10.0,26.8555,561.7043,28.211799999999997,306.3513,405.816,45.75376,0.0005878927716738354,14.85498,990.885,35.589999999999996,955.295,0.99,35.94949494949495,69125892683279.23,0.0010015874540753977,21.10095143478322,True,108.15
2024-07-16 14:20:30,60.0,10.0,27.1267,632.505,28.4831,379.5934,477.5662,45.8261,0.0005871454176403235,14.85498,193.142,46.441,146.701,0.99,46.910101010101016,62420039429095.59,0.0010015873705350395,27.49939911324187,True,109.15
