index,datetime,time span [s],prs input [kPa],prs feed_1 [kPa],prs feed_2 [kPa],prs permeate [kPa],prs retentate [kPa],TMP [kPa],temperature [°C],viscosity permeate [Pa s],tank liters [%],flow feed [L/h],flow permeate [L/h],flow retentate [L/h],initial feed concentration [g/L],area tot [m^2],flux [L/m^2h],res tot [1/m],viscosity permeate at 20°C [Pa s],flux at 20° [L/m^2h],is_ON,time [m],flux at 20° TMP=330 [L/m^2h]
55,2024-07-15 13:42:21,60.0,10.0,26.765,447.3199,27.7597,194.137,292.9688,45.14251,0.0005942707089890842,14.56494,1710.5030000000002,64.091,1646.412,0.5,0.99,64.73838383838384,27414333697586.945,0.0010015875932895782,38.41114398800345,True,55.0,43.266305203971
56,2024-07-15 13:43:21,60.0,10.0,26.8555,451.6602,28.3022,197.57309999999998,296.3144,45.21846,0.0005934721604460635,14.59016,1708.333,62.211000000000006,1646.123,0.5,0.99,62.83939393939394,28603746417585.062,0.0010015874262388322,37.234324139209626,True,56.0,41.467194864438504
57,2024-07-15 13:44:21,60.0,10.0,26.765,450.93670000000003,28.4831,197.2114,295.591,45.30888,0.000592523682097555,14.57755,1713.325,72.627,1640.6970000000001,0.5,0.99,73.36060606060606,24480770581158.527,0.0010015873705350395,43.39900612037304,True,57.0,48.450974555122116
58,2024-07-15 13:45:21,60.0,10.0,26.9459,449.3996,28.211799999999997,194.95080000000002,295.0484,45.55483,0.0005899561296429483,14.59016,1717.8819999999998,74.65299999999999,1643.229,0.5,0.99,75.4070707070707,23876132288823.43,0.0010015874540753977,44.41635465883809,True,58.0,49.67794110192283
59,2024-07-15 13:46:21,60.0,10.0,26.765,449.9421,28.031,193.50400000000002,293.873,45.60185,0.0005894673242170111,14.59016,1710.721,67.274,1643.446,0.5,0.99,67.95353535353536,26411337504417.3,0.001001587509748649,39.992899538041165,True,59.0,44.90938891137867
60,2024-07-15 13:47:20,60.0,10.0,26.765,450.75589999999994,28.1214,193.05190000000002,293.7826,45.72844,0.0005881547250528172,14.59016,1712.8909999999998,64.091,1648.799,0.5,0.99,64.73838383838384,27776346884280.227,0.0010015874819120393,38.0158368933891,True,60.0,42.70241387617375
61,2024-07-15 13:48:20,60.0,10.0,26.9459,450.3038,28.1214,197.1209,295.591,45.88758,0.0005865113785293045,14.57755,1708.333,66.69600000000001,1641.638,0.5,0.99,67.36969696969699,26931011889057.785,0.0010015874819120393,39.45046693811273,True,61.0,44.04279592266747
62,2024-07-15 13:49:20,60.0,10.0,26.8555,450.75589999999994,28.031,196.84969999999998,295.7718,45.91652,0.0005862133243002424,14.56494,1712.8909999999998,65.249,1647.642,0.5,0.99,65.9080808080808,27559092604757.617,0.001001587509748649,38.574957028417714,True,62.0,43.039045031939644
63,2024-07-15 13:50:20,60.0,10.0,26.765,453.10689999999994,27.8501,195.4933,296.45,46.10098,0.0005843194498895999,14.57755,1712.674,61.921,1650.752,0.5,0.99,62.54646464646465,29201209895992.547,0.0010015875654528347,36.48918684232862,True,63.0,40.618760863445594
64,2024-07-15 13:51:21,60.0,10.0,26.765,453.4686,28.3022,197.57309999999998,297.21860000000004,46.16247,0.0005836904422451505,14.60277,1710.286,65.97200000000001,1644.314,0.5,0.99,66.63838383838385,27508787425166.582,0.0010015874262388322,38.834540764146354,True,64.0,43.117753909641905
65,2024-07-15 13:52:21,60.0,10.0,26.9459,457.26630000000006,28.4831,198.47729999999999,299.3887,46.28545,0.0005824356237096345,14.57755,1712.8909999999998,64.381,1648.51,0.5,0.99,65.03131313131313,28455580631281.285,0.0010015873705350395,37.81652458742523,True,65.0,41.683113336777
66,2024-07-15 13:53:20,60.0,10.0,27.1267,455.8196,28.211799999999997,197.3018,298.3489,46.39034,0.0005813687990569434,14.62799,1717.665,64.815,1652.85,0.5,0.99,65.46969696969697,28218562781796.242,0.0010015874540753977,38.001713127518364,True,66.0,42.0332212791167
67,2024-07-15 13:54:21,60.0,10.0,26.9459,455.72920000000005,28.031,195.94549999999998,297.8063,46.47714,0.0005804883929286246,14.62799,1719.401,62.211000000000006,1657.19,0.5,0.99,62.83939393939394,29390762514538.69,0.001001587509748649,36.41972213655268,True,67.0,40.3567966999435
68,2024-07-15 13:55:21,60.0,10.0,26.9459,448.31450000000007,27.7597,194.95080000000002,293.873,46.55671,0.0005796832192481386,14.60277,1710.069,65.39399999999999,1644.676,0.5,0.99,66.05454545454545,27629228004254.78,0.0010015875932895782,38.230017835287654,True,68.0,42.929789009691014
69,2024-07-15 13:56:21,60.0,10.0,26.765,452.5644,28.031,198.206,297.3542,46.62543,0.0005789894008501281,14.62799,1712.674,62.5,1650.174,0.5,0.99,63.131313131313135,29286073071291.26,0.001001587509748649,36.494425907880704,True,69.0,40.50106085469999
70,2024-07-15 13:57:21,60.0,10.0,26.765,450.12299999999993,28.211799999999997,197.1209,295.4102,46.6833,0.000578406174514509,14.60277,1715.061,63.947,1651.114,0.5,0.99,64.5929292929293,28464927810423.04,0.0010015874540753977,37.301734342807514,True,70.0,41.66942215646745
71,2024-07-15 13:58:21,60.0,10.0,27.1267,452.5644,28.3022,196.3071,296.1335,46.79181,0.0005773151359448505,14.60277,1708.55,66.262,1642.2890000000002,0.5,0.99,66.93131313131313,27589749090843.59,0.0010015874262388322,38.57921847568946,True,71.0,42.99122556879759
72,2024-07-15 13:59:21,60.0,10.0,26.9459,451.841,28.211799999999997,196.0359,295.7266,46.82075,0.0005770247012493377,14.65322,1711.155,70.312,1640.8419999999999,0.5,0.99,71.02222222222223,25977911280339.2,0.0010015874540753977,40.91662329943365,True,72.0,45.65867828194387
73,2024-07-15 14:00:20,60.0,10.0,26.674599999999998,454.3728,28.211799999999997,194.95080000000002,296.45,46.97627,0.0005754681245592741,14.60277,1717.231,66.84,1650.3909999999998,0.5,0.99,67.51515151515152,27468278115363.883,0.0010015874540753977,38.79123831241071,True,73.0,43.181341349622315
74,2024-07-15 14:01:21,60.0,10.0,27.1267,450.75589999999994,28.3022,195.5838,294.8676,46.93649,0.0005758656372039042,14.60277,1710.5030000000002,69.589,1640.914,0.5,0.99,70.29191919191919,26224244802410.96,0.0010015874262388322,40.414545725424865,True,74.0,45.22979157218428
75,2024-07-15 14:02:21,60.0,10.0,26.9459,455.2771,27.7597,196.39759999999998,298.0776,47.08478,0.0005743860553725467,14.62799,1710.286,66.69600000000001,1643.5910000000001,0.5,0.99,67.36969696969699,27730861378300.914,0.0010015875932895782,38.634878020978284,True,75.0,42.77245169352824
76,2024-07-15 14:03:20,60.0,10.0,27.1267,451.29849999999993,28.4831,192.69019999999998,293.5113,47.12818,0.0005739543679399946,14.60277,1712.8909999999998,60.33,1652.561,0.5,0.99,60.93939393939394,30210076894252.06,0.0010015873705350395,34.920998766634874,True,76.0,39.26230299477229
77,2024-07-15 14:04:20,60.0,10.0,26.9459,454.6441,28.031,195.0412,296.8117,47.11733,0.0005740621898650446,14.62799,1710.069,61.053000000000004,1649.016,0.5,0.99,61.66969696969697,30182329735138.844,0.001001587509748649,35.34612896642674,True,77.0,39.29839207457396
78,2024-07-15 14:05:20,60.0,10.0,27.1267,449.58039999999994,28.3022,193.9562,293.466,47.28009,0.0005724470497708494,14.66583,1712.674,60.763999999999996,1651.91,0.5,0.99,61.37777777777777,30068641794756.164,0.0010015874262388322,35.07984115008398,True,78.0,39.44698050039089
79,2024-07-15 14:06:20,60.0,10.0,26.8555,452.5644,28.211799999999997,196.0359,296.0883,47.26562,0.0005725903276157599,14.62799,1711.155,67.998,1643.157,0.5,0.99,68.68484848484849,27103089248090.453,0.0010015874540753977,39.26594700857512,True,79.0,43.763169678875485
80,2024-07-15 14:07:20,60.0,10.0,26.9459,451.3889,28.211799999999997,192.69019999999998,293.5113,47.28371,0.0005724111938233839,14.65322,1709.635,60.33,1649.305,0.5,0.99,60.93939393939394,30291520809442.883,0.0010015874540753977,34.827104806262966,True,80.0,39.15673633712494
81,2024-07-15 14:08:21,60.0,10.0,27.1267,448.4953,28.3022,193.05190000000002,292.47139999999996,47.42115,0.0005710532275016444,14.69105,1710.721,60.33,1650.3909999999998,0.5,0.99,60.93939393939394,30255977156202.633,0.0010015874262388322,34.74448328666114,True,81.0,39.20273737739204
82,2024-07-15 14:09:20,60.0,10.0,27.1267,525.3543999999999,28.031,265.3899,367.3412,47.40306,0.0005712316139700397,14.66583,1221.137,78.559,1142.5780000000002,0.5,0.99,79.35252525252525,29174213333587.5,0.001001587509748649,45.256825421049506,True,82.0,40.65634997911025
83,2024-07-15 14:10:20,60.0,10.0,26.9459,544.0718999999999,28.031,290.9795,389.4947,47.7322,0.0005679992798586227,14.6406,1006.51,85.069,921.4409999999999,0.5,0.99,85.92828282828283,28728975244165.07,0.001001587509748649,48.72984366408583,True,83.0,41.286437040474034
84,2024-07-15 14:11:21,60.0,10.0,27.217200000000002,544.9761,28.4831,290.889,389.4495,48.02156,0.000565182416596023,14.65322,1005.859,89.41,916.4499999999999,0.5,0.99,90.31313131313131,27467182243624.3,0.0010015873705350395,50.96249743908268,True,84.0,43.18306777874226
85,2024-07-15 14:12:21,60.0,10.0,27.398,549.5877,28.4831,297.21860000000004,395.1009,48.19878,0.0005634684701774755,14.70366,1003.255,80.295,922.96,0.5,0.99,81.10606060606061,31123439999375.457,0.0010015873705350395,45.62827890631813,True,85.0,38.11009298911995
86,2024-07-15 14:13:20,60.0,10.0,26.9459,550.311,28.031,294.958,394.6036,48.42303,0.0005613118005383858,14.69105,1003.906,80.584,923.322,0.5,0.99,81.3979797979798,31091791372744.363,0.001001587509748649,45.61722880515666,True,86.0,38.14888030849617
87,2024-07-15 14:14:21,60.0,10.0,27.398,553.0237,28.1214,298.9366,397.8588,48.72685,0.0005584115766885139,14.6406,1009.3319999999999,86.08200000000001,923.249,0.5,0.99,86.95151515151517,29498497905420.027,0.0010015874819120393,48.477775080137164,True,87.0,40.20940538815596
